Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	7999.00	302,226		0.0	1.0	4.5	93%	1	1	1
Peach Imports	12999.00	498	13-20 days	5000.0	1.6251	4.5	84%	0	0	0
