Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
MPEnterprises	1444.00	4,881		0.0	1.0	4.5	94%	1	0	0
A1Price A1Products	1444.00	7,008		0.0	1.0	4.5	90%	1	0	1
Appario Retail Private Ltd	1483.00	302,375		39.0	1.027	4.5	93%	1	1	0
