Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Arohi Creation	85.00	1	6-7 days	0.0	1.0	5	100%	0	0	1
SAMANK Bazaar	126.00	10		41.0	1.4824	4.5	80%	0	0	0
Mobile Point Atul	199.00			114.0	2.3412			0	0	0
