Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Billionairre	975.00	3		76.0	1.0845	3.5	33%	1	0	1
LIFESTYLES	899.00	897	3-7 days	0.0	1.0	4.5	89%	0	0	0
PADMAVATHI MARKETING	1190.00	79	4-5 days	291.0	1.3237	4.5	83%	0	0	0
