Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Blueberry India	3143.00	348		0.0	1.0	4.5	90%	1	0	1
CAMERA ART & SUPPORTS	3219.00	39	6-8 days	76.0	1.0242	3.5	65%	0	0	0
THC	3399.00	269		256.0	1.0815	4	77%	1	0	0
