Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Shasha Deals	1549.00	70	6-8 days	0.0	1.0	3.5	57%	0	0	0
Appario Retail Private Ltd	2851.00	302,155		1302.0	1.8405	4.5	93%	1	1	1
