Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
e-Bazar	849.00	44		0.0	1.0	3	52%	1	0	1
GoodAsNew!	858.00	205		9.0	1.0106	3.5	67%	1	0	0
BUYMORESAVEMORE	1299.00	3		450.0	1.53	5	100%	1	0	0
