Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
ESTOKE	595.00	17		50.0	1.0917	4.5	94%	1	0	1
Samrat international	545.00	7	5-7 days	0.0	1.0	4.5	86%	0	0	0
GXGW	790.00	9		245.0	1.4495	3	44%	0	0	0
