Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
on the web	1989.00	10,867		0.0	1.0	4	82%	1	0	0
Electro Mart	1989.00	12		0.0	1.0	3.5	67%	1	0	0
Appario Retail Private Ltd	1989.00	302,155		0.0	1.0	4.5	93%	1	1	1
CLICKBUY	1989.00	959		0.0	1.0	4.5	88%	1	0	0
Express Deal	1990.00	634		1.0	1.0005	5	98%	1	0	0
