Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	2641.00	302,237		0.0	1.0	4.5	93%	1	1	1
best_buyaxz	3099.00	1,949		458.0	1.1734	4.5	92%	1	0	0
XANDZERO	3420.00	627		779.0	1.295	4.5	87%	1	0	0
ACCESS	3430.00	104	6-8 days	789.0	1.2988	4	70%	0	0	0
