Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Gadget House India	495.00	187		0.0	1.0	4	78%	1	0	1
Cannycom Store	499.00	696		4.0	1.0081	4.5	93%	1	0	0
Appario Retail Private Ltd	664.00	302,343		169.0	1.3414	4.5	93%	1	1	0
