Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
G G	3140.00	4,509	10-18 days	0.0	1.0	4.5	86%	0	0	1
Cart2India SLP	3148.00	1,334	10-18 days	8.0	1.0025	3	53%	0	0	0
Doonmac	3324.00		7-14 days	184.0	1.0586			0	0	0
