Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	1799.00	302,156		0.0	1.0	4.5	93%	1	1	1
Express Delivery Retail	2045.00	849		246.0	1.1367	4	83%	1	0	0
Techretailer	2199.00	142		400.0	1.2223	4.5	91%	1	0	0
