Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cambium Retail	6599.00	8,886		0.0	1.0	4.5	90%	1	0	1
Estee Mart	6999.00	108		400.0	1.0606	4.5	94%	1	0	0
Express Delivery Retail	6999.00	849		400.0	1.0606	4	83%	1	0	0
CLICKBUY	6999.00	959		400.0	1.0606	4.5	88%	1	0	0
Estee Mart	6999.00	108	6-8 days	400.0	1.0606	4.5	94%	0	0	0
