Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
OMNI RETAIL	2648.00	229		0.0	1.0	4.5	84%	1	0	0
Appario Retail Private Ltd	2648.00	302,275		0.0	1.0	4.5	93%	1	1	1
Special Deals	2649.00	31		1.0	1.0004	3.5	74%	1	0	0
Electric-Deals	2688.00	1,303		40.0	1.0151	4.5	94%	1	0	0
Discount_Store_	2790.00	71		142.0	1.0536	4.5	90%	0	0	0
DEALS AMAZING	2949.00	1,250		301.0	1.1137	4	82%	1	0	0
Digital Xpert	2950.00	1,034	9-10 days	302.0	1.114	5	97%	0	0	0
The-EStore	3490.00	154	1-4 days	842.0	1.318	4.5	83%	0	0	0
raju electronicss	3750.00	2	8-9 days	1102.0	1.4162	1	0%	0	0	0
