Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Edifier online store	9990.00	163		0.0	1.0	4.5	88%	1	0	1
Kiron	44500.00	476	11-19 days	34510.0	4.4545	5	100%	0	0	0
