Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
SUBTON®	280.00	85	4 days	0.0	1.0	4.5	81%	0	0	1
X-Men Square	299.00	77		19.0	1.0679	5	99%	0	0	0
