Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Diginet India	9125.00	132		0.0	1.0	3	48%	1	0	1
XANDZERO	9135.00	627		10.0	1.0011	4.5	87%	1	0	0
Peach Imports	19999.00	498	13-20 days	10874.0	2.1917	4.5	84%	0	0	0
Kiron	29530.00	476	11-19 days	20405.0	3.2362	5	100%	0	0	0
