Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Starone Electronics	9000.00	26		0.0	1.0	4.5	92%	1	0	1
JnY Entertainment	9000.00	457		0.0	1.0	5	99%	1	0	0
NAYA GADGET	9000.00	22		0.0	1.0	4	80%	0	0	0
ACCESS	9000.00	104		0.0	1.0	4	70%	0	0	0
NAYA GADGET	9000.00	22		0.0	1.0	4	80%	0	0	0
Appario Retail Private Ltd	11999.00	302,414		2999.0	1.3332	4.5	93%	1	1	0
Peach Imports	12999.00	498	13-20 days	3999.0	1.4443	4.5	84%	0	0	0
Kiron	29625.00	476	10-18 days	20625.0	3.2917	5	100%	0	0	0
