Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	337.00	302,321		0.0	1.0	4.5	93%	1	1	1
Cool Mango	409.00	4,518		72.0	1.2136	4.5	98%	1	0	0
Cool Mango	449.00	4,518		112.0	1.3323	4.5	98%	0	0	0
