Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Amaz-on Exclusive Online Store	21500.00	190	5 days	0.0	1.0	4	80%	0	0	1
MUSIC CRAFT	22990.00	224		1490.0	1.0693	4.5	79%	1	0	0
Peach Imports	39999.00	498	12-19 days	18499.0	1.8604	4.5	84%	0	0	0
