Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
ATM RETAIL	2499.00	1,967		0.0	1.0	4.5	87%	1	0	1
ATM RETAIL	2689.00	1,967		190.0	1.076	4.5	87%	1	0	1
G G	5927.00	4,506	11-19 days	3428.0	2.3717	4.5	87%	0	0	0
