Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
MAKING POSSIBLE	1799.00	1	2-5 days	0.0	1.0	5	100%	0	0	0
AMIGOS GADGETS	1845.00	8	5-7 days	46.0	1.0256	2	25%	0	0	0
Kevleen Creations world	1890.00	3		91.0	1.0506	3.5	67%	1	0	0
Appario Retail Private Ltd	1898.00	302,269		99.0	1.055	4.5	93%	1	1	1
Vouch e-Venture	1899.00	3		100.0	1.0556	4.5	100%	1	0	0
