Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Shasha Deals	1799.00	70	6-8 days	0.0	1.0	3.5	57%	0	0	0
I-PLUS SOLUTIONS	2225.00	63		426.0	1.2368	4	78%	1	0	0
Appario Retail Private Ltd	2230.00	302,220		431.0	1.2396	4.5	93%	1	1	1
Peach Imports	7999.00	498	13-20 days	6200.0	4.4464	4.5	84%	0	0	0
