Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	5027.00	302,155		0.0	1.0	4.5	93%	1	1	1
Cambium Retail	5028.00	8,886		1.0	1.0002	4.5	90%	1	0	0
