Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
SAMTROON	357.00	45	5-7 days	35.0	1.1087	3.5	62%	0	0	1
EZONES	322.00	49	4-5 days	0.0	1.0	4	73%	0	0	0
Golden_Computers	370.00	27	5-7 days	48.0	1.1491	3.5	65%	0	0	0
