Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
GREY HOUSE	9999.00	1	5-7 days	0.0	1.0	3	0%	0	0	1
Cart2India SLP	13617.00	1,334	10-18 days	3618.0	1.3618	3	53%	0	0	0
Peach Imports	24999.00	498	12-19 days	15000.0	2.5002	4.5	84%	0	0	0
Kiron	26555.00	476	10-18 days	16556.0	2.6558	5	100%	0	0	0
