Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	3592.00	302,274		0.0	1.0	4.5	93%	1	1	1
PC Gaming Guru	3592.00	575		0.0	1.0	4.5	87%	1	0	0
STS Shop	7244.00	1,156	9-16 days	3652.0	2.0167	4	76%	0	0	0
G G	7411.00	4,507	10-18 days	3819.0	2.0632	4.5	86%	0	0	0
