Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cannycom Store	615.00	696		0.0	1.0	4.5	93%	1	0	0
Appario Retail Private Ltd	623.00	302,155		8.0	1.013	4.5	93%	1	1	1
Cannycom Store	615.00	696	6-8 days	0.0	1.0	4.5	93%	0	0	0
S & S Company	797.00	2,830		182.0	1.2959	4	79%	1	0	0
A1Price A1Products	799.00	7,008		184.0	1.2992	4.5	90%	1	0	0
Olympia Electronics SLP	799.00	727		184.0	1.2992	4	80%	1	0	0
Dot Com Services	1099.00	695		484.0	1.787	4	74%	1	0	0
Mega_tronics	1299.00	2,755		684.0	2.1122	4	85%	1	0	0
True Accessories	1999.00	196		1384.0	3.2504	4.5	91%	1	0	0
