Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
TPS Technologies	2999.00	5,368		0.0	1.0	4.5	93%	1	0	0
Cannycom Store	2999.00	696		0.0	1.0	4.5	93%	1	0	1
best_buyaxz	3350.00	1,949		351.0	1.117	4.5	92%	1	0	0
XANDZERO	3350.00	627		351.0	1.117	4.5	87%	1	0	0
ACCESS	3350.00	104	6-8 days	351.0	1.117	4	70%	0	0	0
ProAudioVideo	3350.00	292		351.0	1.117	3.5	67%	0	0	0
Vhatke	3999.00		6-8 days	1000.0	1.3334			0	0	0
