Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	8199.00	302,346		0.0	1.0	4.5	93%	1	1	1
Kiron	24860.00	476	9-17 days	16661.0	3.0321	5	100%	0	0	0
