Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	439.00	302,269		0.0	1.0	4.5	93%	1	1	1
UniqueClick	559.00	2,193		120.0	1.2733	4	81%	1	0	0
Azim Infotech	650.00		5-7 days	211.0	1.4806			0	0	0
