Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
JJMEHTA Mumbai	1550.00	9,692		0.0	1.0	4.5	89%	1	0	0
Appario Retail Private Ltd	1550.00	302,206		0.0	1.0	4.5	93%	1	1	1
CameraGlare	1650.00	72		100.0	1.0645	4	79%	1	0	0
Smart- shoppers	1697.00	95		147.0	1.0948	3.5	69%	1	0	0
24X7 SHOPPING ONLINE	1799.00	3,017		249.0	1.1606	4.5	93%	1	0	0
Bluepunc	1775.00	29	6-8 days	225.0	1.1452	2.5	38%	0	0	0
Digital Xpert	1899.00	1,034		349.0	1.2252	5	97%	1	0	0
RGD e-store	1900.00	3	6-8 days	350.0	1.2258	4.5	100%	0	0	0
True Accessories	3999.00	196		2449.0	2.58	4.5	91%	1	0	0
