Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	1775.00	302,436		0.0	1.0	4.5	93%	1	1	1
CLICKBUY	1775.00	959		0.0	1.0	4.5	88%	1	0	0
