Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
NT SALES	849.00	5	4-6 days	0.0	1.0	4	80%	0	0	1
LVDV	899.00	5		50.0	1.0589	4.5	80%	0	0	0
