Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Extender	16990.00	201		0.0	1.0	4.5	90%	1	0	1
SOUND MASTERS	16990.00	334		0.0	1.0	5	100%	1	0	0
Peach Imports	21999.00	498	13-20 days	5009.0	1.2948	4.5	84%	0	0	0
