Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
V direct	3380.00	20	16-23 days	0.0	1.0	4	80%	0	0	0
Edifier India	3390.00	3		10.0	1.003	5	100%	1	0	1
Peach Imports	7999.00	498	19-26 days	4619.0	2.3666	4.5	84%	0	0	0
