Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	2029.00	302,315		0.0	1.0	4.5	93%	1	1	1
amarvagroup	3499.00	467	12-14 days	1470.0	1.7245	4.5	89%	0	0	0
