Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
vintage22	449.00	52		0.0	1.0	4	83%	1	0	1
ShivaSheesh	449.00	54		0.0	1.0	3	50%	1	0	0
