Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	749.00	302,155		0.0	1.0	4.5	93%	1	1	1
Techretailer	890.00	142		141.0	1.1883	4.5	91%	1	0	0
UniqueClick	899.00	2,193		150.0	1.2003	4	81%	1	0	0
24*7DEALS	899.00	2,147		150.0	1.2003	2.5	41%	1	0	0
LEELA LAHER TECH POINT	1350.00	2	8-9 days	601.0	1.8024	1	0%	0	0	0
BUZZOUT ONLINE	1499.00	1	5-6 days	750.0	2.0013	4	100%	0	0	0
Comet Busters®	1590.00	325		841.0	2.1228	4.5	94%	1	0	0
T M TECHNOLOGY	2490.00		3-6 days	1741.0	3.3244			0	0	0
