Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	2299.00	302,304		0.0	1.0	4.5	93%	1	1	1
Mega_tronics	2799.00	2,756		500.0	1.2175	4	85%	1	0	0
