Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	324.00	302,438		0.0	1.0	4.5	93%	1	1	1
Ondots	466.00	92		142.0	1.4383	3	54%	1	0	0
clicknsave	599.00	773	6-7 days	275.0	1.8488	4.5	81%	0	0	0
Cloudtrade	749.00	235	6-7 days	425.0	2.3117	4	84%	0	0	0
