Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cambium Retail	7949.00	8,887		0.0	1.0	4.5	89%	1	0	1
CLICKBUY	8499.00	959		550.0	1.0692	4.5	88%	1	0	0
Estee Mart	8499.00	108		550.0	1.0692	4.5	94%	1	0	0
Express Delivery Retail	8499.00	849		550.0	1.0692	4	83%	1	0	0
Estee Mart	8499.00	108	5-7 days	550.0	1.0692	4.5	94%	0	0	0
Peach Imports	12999.00	498	12-19 days	5050.0	1.6353	4.5	84%	0	0	0
