Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
ProAudioHome	27199.00	285	6-8 days	0.0	1.0	4.5	95%	0	0	0
ABKAN TRADERS	27719.00	16		520.0	1.0191	4.5	92%	1	0	1
STS Shop	27999.00	1,155	10-17 days	800.0	1.0294	4	76%	0	0	0
Peach Imports	28999.00	498	13-20 days	1800.0	1.0662	4.5	84%	0	0	0
