Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	2011.00	302,362		0.0	1.0	4.5	93%	1	1	1
Unique Nx	2999.00	5	4-6 days	988.0	1.4913	4	60%	0	0	0
