Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cambium Retail	973.00	8,887		0.0	1.0	4.5	89%	1	0	1
ShivaSheesh	973.00	54		0.0	1.0	3	50%	1	0	0
