Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Hinglaj Retail	349.00	44	8-11 days	0.0	1.0	4	81%	0	0	0
ODISHASELLERCOM	398.00		7-14 days	49.0	1.1404			0	0	0
Appario Retail Private Ltd	438.00	302,475		89.0	1.255	4.5	93%	1	1	1
Hinglaj Retail	349.00	44		0.0	1.0	4	81%	0	0	0
