Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
cross accessories	999.00	7	11-13 days	0.0	1.0	4	71%	0	0	1
pk mobile world	1599.00	1	11-13 days	600.0	1.6006	5	100%	0	0	0
