Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
VantageKart	10999.00	854		0.0	1.0	5	97%	1	0	1
Peach Imports	16699.00	498	13-20 days	5700.0	1.5182	4.5	84%	0	0	0
Cart2India SLP	18649.00	1,333	11-19 days	7650.0	1.6955	3	53%	0	0	0
STS Shop	18985.00	1,155	10-17 days	7986.0	1.7261	4	76%	0	0	0
