Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	2173.00	302,442		0.0	1.0	4.5	93%	1	1	1
WEB-TAIL	2174.00	8,106		1.0	1.0005	4	83%	1	0	0
Cloudtrade	2199.00	235		26.0	1.012	4	84%	1	0	0
VVC SALES PUNE	2174.00	135		1.0	1.0005	3.5	65%	0	0	0
clicknsave	2428.00	773		255.0	1.1173	4.5	81%	1	0	0
Haridwar online Products Pvt Ltd	2700.00	1	10-11 days	527.0	1.2425	4	100%	0	0	0
EXECLUSIVE STORE	2849.00	31	11-13 days	676.0	1.3111	4	81%	0	0	0
SiddharthaComputers International	2790.00		11-13 days	617.0	1.2839			0	0	0
FotoCart dot in	2990.00	398		817.0	1.376	4.5	86%	1	0	0
