Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Peach Imports	4999.00	498	13-20 days	0.0	1.0	4.5	84%	0	0	1
G G	6054.00	4,510	10-18 days	1055.0	1.211	4.5	86%	0	0	0
AST Japan	6209.71	261	16-24 days	1210.71	1.2422	4.5	92%	0	0	0
Kiron	12845.00	476	10-18 days	7846.0	2.5695	5	100%	0	0	0
