Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Shoppozon	849.00	365		0.0	1.0	3.5	53%	1	0	1
Shoppozon	849.00	365		0.0	1.0	3.5	53%	0	0	1
