Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	3450.00	302,234		75.0	1.0222	4.5	93%	1	1	1
DEAL CART	3375.00	90	6-8 days	0.0	1.0	4.5	86%	0	0	0
DIXIT COMPUTERS	3500.00		6-8 days	125.0	1.037			0	0	0
The-EStore	3690.00	154	2-5 days	315.0	1.0933	4.5	83%	0	0	0
Daily Shoppers	3790.00	197	5-10 days	415.0	1.123	4.5	92%	0	0	0
AST Japan	5671.15	259	17-25 days	2296.15	1.6803	4.5	93%	0	0	0
