Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
BrijPlastoIndia	13999.00	16	6 days	0.0	1.0	3.5	69%	0	0	1
MARKET YARD	23769.00	321	19-26 days	9770.0	1.6979	5	97%	0	0	0
Cart2India SLP	26350.00	1,334	11-19 days	12351.0	1.8823	3	53%	0	0	0
Kiron	46255.00	476	11-19 days	32256.0	3.3042	5	100%	0	0	0
