Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Per Day Deal	998.00	514		0.0	1.0	4	86%	1	0	1
SUKLO	1099.00	277		101.0	1.1012	4.5	83%	1	0	0
God help telecom	1099.00			101.0	1.1012			0	0	0
