Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cannycom Store	1683.00	696		0.0	1.0	4.5	93%	1	0	1
Archies for you	1685.00	486		2.0	1.0012	4.5	98%	1	0	0
Stonehenge Retail	1689.00	165		6.0	1.0036	4.5	89%	1	0	0
CLICKBUY	1693.00	959		10.0	1.0059	4.5	88%	1	0	0
KOP TECHNOS	1699.00	623		16.0	1.0095	4.5	83%	1	0	0
ACE E-Tail	1799.00	880		116.0	1.0689	4.5	92%	1	0	0
