Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
KIDA Retail Private Ltd	721.00	15,527		0.0	1.0	4	83%	1	0	0
Appario Retail Private Ltd	721.00	302,385		0.0	1.0	4.5	93%	1	1	1
COLORTRADES	1097.00	944		376.0	1.5215	4.5	97%	1	0	0
