Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Jabra Connect India Pvt Ltd	11900.00	16	5-7 days	0.0	1.0	4	75%	0	0	1
Peach Imports	16999.00	498	12-19 days	5099.0	1.4285	4.5	84%	0	0	0
Cart2India SLP	18526.00	1,334	10-18 days	6626.0	1.5568	3	53%	0	0	0
Kiron	31310.00	476	10-18 days	19410.0	2.6311	5	100%	0	0	0
