Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Extender	7990.00	201		0.0	1.0	4.5	90%	1	0	1
deals&More	7990.00	32	6-8 days	0.0	1.0	4	84%	0	0	0
Kiron	31800.00	476	11-19 days	23810.0	3.98	5	100%	0	0	0
