Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Electric-Deals	349.00	1,303		9.0	1.0265	4.5	94%	1	0	1
Appario Retail Private Ltd	394.00	302,375		54.0	1.1588	4.5	93%	1	1	0
Versatile Traders	399.00	95		59.0	1.1735	4.5	84%	1	0	0
MPEnterprises	340.00	4,881	6-7 days	0.0	1.0	4.5	94%	0	0	0
VSM INDIA	449.00	89		109.0	1.3206	3.5	55%	0	0	0
