Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	11900.00	302,261		0.0	1.0	4.5	93%	1	1	1
Peach Imports	24999.00	498	12-19 days	13099.0	2.1008	4.5	84%	0	0	0
Kiron	40460.00	476	10-18 days	28560.0	3.4	5	100%	0	0	0
