Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
COLORTRADES	1070.00	944		0.0	1.0	4.5	97%	1	0	0
KIDA Retail Private Ltd	1071.00	15,527		1.0	1.0009	4	83%	1	0	0
Appario Retail Private Ltd	1149.00	302,386		79.0	1.0738	4.5	93%	1	1	1
Grey Stone	2599.00	95		1529.0	2.429	4	79%	1	0	0
