Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Dot Com Services	1795.00	695		0.0	1.0	4	74%	1	0	1
Winter Offer	1795.00	701		0.0	1.0	4	74%	1	0	0
Independence offers_SLP	1834.00	442		39.0	1.0217	4.5	88%	1	0	0
STATUS COMP	1835.00	176		40.0	1.0223	4.5	88%	1	0	0
Ur Trust	1859.00	3		64.0	1.0357	3.5	67%	1	0	0
DEALS AMAZING	1999.00	1,250		204.0	1.1136	4	83%	1	0	0
CLICKBUY	2490.00	959		695.0	1.3872	4.5	88%	1	0	0
