Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Peach Imports	15999.00	498	13-20 days	0.0	1.0	4.5	84%	0	0	1
STS Shop	17516.00	1,155	10-17 days	1517.0	1.0948	4	76%	0	0	0
Cart2India SLP	23281.00	1,333	11-19 days	7282.0	1.4552	3	53%	0	0	0
